001-PR-00679.txt: ([('NEG', 0.5070552585219643), ('NEU', 0.4826250211043917), ('POS', 0.010319720373643957)])
168-VI-00052.txt: ([('NEG', 0.43895976869654274), ('NEU', 0.5392806320285229), ('POS', 0.02175959927493426)])
168-VI-00055.txt: ([('NEG', 0.5352793449661124), ('NEU', 0.41577556956889444), ('POS', 0.048945085464993175)])
169-PR-02429.txt: ([('NEG', 0.5387142317454708), ('NEU', 0.441134707853875), ('POS', 0.02015106040065417)])
169-PR-02594.txt: ([('NEG', 0.4697222660900147), ('NEU', 0.47271682316307784), ('POS', 0.057560910746907445)])
169-VI-00005.txt: ([('NEG', 0.496183035594592), ('NEU', 0.4723058805729164), ('POS', 0.03151108383249166)])
169-VI-00007.txt: ([('NEG', 0.3721311462826001), ('NEU', 0.5425988737838612), ('POS', 0.08526997993353876)])
169-VI-00045.txt: ([('NEG', 0.4935470487626307), ('NEU', 0.4327167356618097), ('POS', 0.0737362155755596)])
169-VI-00050.txt: ([('NEG', 0.50405616239576), ('NEU', 0.4849029111954954), ('POS', 0.011040926408744675)])
169-VI-00051.txt: ([('NEG', 0.5430146858733051), ('NEU', 0.4248010305305275), ('POS', 0.03218428359616731)])
170-VI-00002.txt: ([('NEG', 0.48917678992270713), ('NEU', 0.489828798999799), ('POS', 0.020994411077493898)])
170-VI-00007.txt: ([('NEG', 0.44665847873194114), ('NEU', 0.5010057793406927), ('POS', 0.05233574192736616)])
171-VI-00002.txt: ([('NEG', 0.6935616053155365), ('NEU', 0.2829114372679264), ('POS', 0.023526957416537177)])
171-VI-00004.txt: ([('NEG', 0.46975435786784664), ('NEU', 0.5035036334632083), ('POS', 0.026742008668945088)])
171-VI-00009.txt: ([('NEG', 0.5202353699697014), ('NEU', 0.426159697499734), ('POS', 0.05360493253056465)])
172-VI-00004.txt: ([('NEG', 0.5158002064667391), ('NEU', 0.4841997935332609), ('POS', 0.0)])
172-VI-00005.txt: ([('NEG', 0.6118137731313413), ('NEU', 0.33814636639824996), ('POS', 0.05003986047040871)])
172-VI-00006.txt: ([('NEG', 0.4991757854158875), ('NEU', 0.35415397517396996), ('POS', 0.14667023941014257)])
172-VI-00007.txt: ([('NEG', 0.34595338196152625), ('NEU', 0.6351500801792729), ('POS', 0.01889653785920084)])
173-EE-00146.txt: ([('NEG', 0.37310203509665946), ('NEU', 0.6045551247707469), ('POS', 0.022342840132593595)])
173-PR-00134.txt: ([('NEG', 0.6555715457264739), ('NEU', 0.3132193748040128), ('POS', 0.03120907946951336)])
173-PR-00141.txt: ([('NEG', 0.76282139738708), ('NEU', 0.22182304587607085), ('POS', 0.015355556736849199)])
173-PR-00142.txt: ([('NEG', 0.5810635169691732), ('NEU', 0.390807968778857), ('POS', 0.02812851425196971)])
173-PR-00566.txt: ([('NEG', 0.552077654041973), ('NEU', 0.43454171111171425), ('POS', 0.013380634846312762)])
173-PR-02123.txt: ([('NEG', 0.4311186404485042), ('NEU', 0.5446187055695201), ('POS', 0.024262653981975742)])
173-PR-02585.txt: ([('NEG', 0.5054280706326307), ('NEU', 0.44977240408182523), ('POS', 0.04479952528554407)])
173-VI-00001.txt: ([('NEG', 0.4586346695014799), ('NEU', 0.38404464595236126), ('POS', 0.15732068454615883)])
173-VI-00002.txt: ([('NEG', 0.5296293887619181), ('NEU', 0.428777081625051), ('POS', 0.04159352961303085)])
173-VI-00011.txt: ([('NEG', 0.6176029545053952), ('NEU', 0.36933024128416536), ('POS', 0.013066804210439448)])
173-VI-00023.txt: ([('NEG', 0.501143515590308), ('NEU', 0.4766386776639173), ('POS', 0.022217806745774643)])
173-VI-00034.txt: ([('NEG', 0.5309634985982784), ('NEU', 0.44495356385107526), ('POS', 0.02408293755064628)])
173-VI-00040.txt: ([('NEG', 0.3886260272283367), ('NEU', 0.5892144074827774), ('POS', 0.02215956528888585)])
173-VI-00041.txt: ([('NEG', 0.40364928584733023), ('NEU', 0.5742625338829167), ('POS', 0.022088180269753094)])
173-VI-00048.txt: ([('NEG', 0.4726780391869964), ('NEU', 0.4701073117259794), ('POS', 0.05721464908702418)])
173-VI-00050.txt: ([('NEG', 0.3234516257971972), ('NEU', 0.6257702596283584), ('POS', 0.05077811457444434)])
173-VI-00051.txt: ([('NEG', 0.3626876845971272), ('NEU', 0.6373123154028728), ('POS', 0.0)])
174-PR-00301.txt: ([('NEG', 0.35820947338745507), ('NEU', 0.6258529206110632), ('POS', 0.01593760600148168)])
175-AA-00003.txt: ([('NEG', 0.29376074840290556), ('NEU', 0.6945967812644822), ('POS', 0.01164247033261219)])
175-AA-00004.txt: ([('NEG', 0.39620856162702706), ('NEU', 0.5364886099934618), ('POS', 0.06730282837951106)])
175-VI-00012.txt: ([('NEG', 0.5514584226400862), ('NEU', 0.4201788209843448), ('POS', 0.02836275637556901)])
175-VI-00016.txt: ([('NEG', 0.5334817468025094), ('NEU', 0.4665182531974906), ('POS', 0.0)])
175-VI-00018.txt: ([('NEG', 0.44190989295511085), ('NEU', 0.5434808958738989), ('POS', 0.014609211170990212)])
175-VI-00021.txt: ([('NEG', 0.5328845251385788), ('NEU', 0.45154841425945114), ('POS', 0.01556706060197014)])
175-VI-00024.txt: ([('NEG', 0.5458883899590175), ('NEU', 0.4439754134264667), ('POS', 0.010136196614515812)])
175-VI-00025.txt: ([('NEG', 0.45443180032708796), ('NEU', 0.5363559364550999), ('POS', 0.009212263217812143)])
175-VI-00028.txt: ([('NEG', 0.43514921294379655), ('NEU', 0.5292129304878114), ('POS', 0.035637856568392086)])
175-VI-00036.txt: ([('NEG', 0.4276130147816542), ('NEU', 0.5566817941327652), ('POS', 0.01570519108558062)])
176-AA-00002.txt: ([('NEG', 0.4352713471662499), ('NEU', 0.5647286528337502), ('POS', 0.0)])
176-AA-00004.txt: ([('NEG', 0.45700260699870143), ('NEU', 0.5096912239099659), ('POS', 0.033306169091332646)])
176-VI-00013.txt: ([('NEG', 0.6560733312143107), ('NEU', 0.325365950699993), ('POS', 0.01856071808569629)])
176-VI-00015.txt: ([('NEG', 0.524437021333244), ('NEU', 0.44114872187995535), ('POS', 0.034414256786800684)])
176-VI-00017.txt: ([('NEG', 0.6031378531981344), ('NEU', 0.347631259744989), ('POS', 0.04923088705687662)])
176-VI-00023.txt: ([('NEG', 0.6518805992116777), ('NEU', 0.31192460449823267), ('POS', 0.036194796290089634)])
176-VI-00025.txt: ([('NEG', 0.49737091778813813), ('NEU', 0.4497740116010102), ('POS', 0.052855070610851644)])
179-VI-00006.txt: ([('NEG', 0.5980081394575291), ('NEU', 0.37051062873275487), ('POS', 0.03148123180971602)])
182-VI-00001.txt: ([('NEG', 0.49598004110887633), ('NEU', 0.4232478056158862), ('POS', 0.08077215327523747)])
182-VI-00005.txt: ([('NEG', 0.549872942758197), ('NEU', 0.39796634719885954), ('POS', 0.05216071004294344)])
182-VI-00008.txt: ([('NEG', 0.5158023620768628), ('NEU', 0.4543291459676618), ('POS', 0.02986849195547545)])
182-VI-00011.txt: ([('NEG', 0.4733000333944225), ('NEU', 0.5266999666055775), ('POS', 0.0)])
184-CO-00286.txt: ([('NEG', 0.5110226945343227), ('NEU', 0.44863902068392647), ('POS', 0.0403382847817508)])
184-PR-00319.txt: ([('NEG', 0.5728328314574159), ('NEU', 0.41900625272006575), ('POS', 0.008160915822518336)])
184-VI-00006.txt: ([('NEG', 0.6611476506920874), ('NEU', 0.3106935704277425), ('POS', 0.028158778880170095)])
184-VI-00021.txt: ([('NEG', 0.4983339776687222), ('NEU', 0.4477710679383196), ('POS', 0.053894954392958244)])
184-VI-00036.txt: ([('NEG', 0.49049201604245835), ('NEU', 0.45486680733777624), ('POS', 0.05464117661976544)])
185-PR-00608.txt: ([('NEG', 0.3974803851659555), ('NEU', 0.5766443545762986), ('POS', 0.025875260257745857)])
185-PR-02133.txt: ([('NEG', 0.33239271071980603), ('NEU', 0.6374246017356702), ('POS', 0.03018268754452382)])
185-PR-02234.txt: ([('NEG', 0.5340052977937951), ('NEU', 0.4591642312111166), ('POS', 0.006830470995088233)])
185-VI-00001.txt: ([('NEG', 0.4492509009520958), ('NEU', 0.5342752894569407), ('POS', 0.01647380959096352)])
185-VI-00002.txt: ([('NEG', 0.4936557268142924), ('NEU', 0.48597073309216987), ('POS', 0.020373540093537746)])
186-EE-00106.txt: ([('NEG', 0.4495282374948225), ('NEU', 0.5382357229174852), ('POS', 0.012236039587692298)])
186-EE-00114.txt: ([('NEG', 0.43798341884484304), ('NEU', 0.5015931253940659), ('POS', 0.06042345576109106)])
186-VI-00189.txt: ([('NEG', 0.5897432061585103), ('NEU', 0.41025679384148966), ('POS', 0.0)])
186-VI-00195.txt: ([('NEG', 0.6855261906609632), ('NEU', 0.27462441933182224), ('POS', 0.03984939000721458)])
187-PR-00084.txt: ([('NEG', 0.30775647491704033), ('NEU', 0.6714896210962391), ('POS', 0.020753903986720532)])
187-PR-00412.txt: ([('NEG', 0.4784918832811606), ('NEU', 0.511862903156609), ('POS', 0.009645213562230387)])
187-PR-00549.txt: ([('NEG', 0.545465846234857), ('NEU', 0.4194198106956887), ('POS', 0.035114343069454323)])
187-VI-00001.txt: ([('NEG', 0.5083785075126854), ('NEU', 0.47775001482568774), ('POS', 0.013871477661626806)])
187-VI-00003.txt: ([('NEG', 0.46972283227465506), ('NEU', 0.501494026841059), ('POS', 0.028783140884285883)])
187-VI-00008.txt: ([('NEG', 0.5333365781909648), ('NEU', 0.42909143602419914), ('POS', 0.03757198578483611)])
187-VI-00020.txt: ([('NEG', 0.42124602774569425), ('NEU', 0.5699083895568284), ('POS', 0.008845582697477384)])
187-VI-00023.txt: ([('NEG', 0.4906971748366744), ('NEU', 0.49167576040985905), ('POS', 0.0176270647534665)])
187-VI-00032.txt: ([('NEG', 0.47903508770477565), ('NEU', 0.5030992502409074), ('POS', 0.017865662054316923)])
187-VI-00033.txt: ([('NEG', 0.3031020645304627), ('NEU', 0.6574552263627348), ('POS', 0.03944270910680255)])
188-PR-00289.txt: ([('NEG', 0.35299036271550244), ('NEU', 0.6037260406000234), ('POS', 0.043283596684474124)])
188-PR-02654.txt: ([('NEG', 0.5212479018464973), ('NEU', 0.40469114400092604), ('POS', 0.07406095415257671)])
188-PR-02657.txt: ([('NEG', 0.6462183608201006), ('NEU', 0.30932613201477754), ('POS', 0.0444555071651218)])
188-VI-00002.txt: ([('NEG', 0.7045891062640953), ('NEU', 0.15659555905597664), ('POS', 0.1388153346799281)])
188-VI-00004.txt: ([('NEG', 0.5318054876969435), ('NEU', 0.4150137241531464), ('POS', 0.05318078814991007)])
188-VI-00005.txt: ([('NEG', 0.43558354543070665), ('NEU', 0.43044470055141004), ('POS', 0.1339717540178833)])
188-VI-00013.txt: ([('NEG', 0.6760300140539413), ('NEU', 0.2612187338806392), ('POS', 0.0627512520654196)])
188-VI-00019.txt: ([('NEG', 0.6553277399241971), ('NEU', 0.31357008087060334), ('POS', 0.03110217920519958)])
188-VI-00024.txt: ([('NEG', 0.6210128723633204), ('NEU', 0.3789871276366797), ('POS', 0.0)])
188-VI-00036.txt: ([('NEG', 0.6104589794735102), ('NEU', 0.3377707621414348), ('POS', 0.05177025838505494)])
188-VI-00038.txt: ([('NEG', 0.6376306055672332), ('NEU', 0.34990551526306146), ('POS', 0.012463879169705433)])
188-VI-00039.txt: ([('NEG', 0.6361962558102006), ('NEU', 0.3540042928261046), ('POS', 0.009799451363694818)])
189-VI-00189.txt: ([('NEG', 0.44396619846561153), ('NEU', 0.5066007483570573), ('POS', 0.04943305317733119)])
189-VI-00196.txt: ([('NEG', 0.4181821326322394), ('NEU', 0.5647547912740358), ('POS', 0.01706307609372477)])
189-VI-00198.txt: ([('NEG', 0.484934536731442), ('NEU', 0.5041341517308718), ('POS', 0.010931311537686192)])
190-VI-00002.txt: ([('NEG', 0.3589378308793155), ('NEU', 0.6410621691206845), ('POS', 0.0)])
190-VI-00006.txt: ([('NEG', 0.6385597999212682), ('NEU', 0.32942052042835435), ('POS', 0.03201967965037739)])
190-VI-00008.txt: ([('NEG', 0.48200641003745376), ('NEU', 0.5179935899625463), ('POS', 0.0)])
190-VI-00015.txt: ([('NEG', 0.31696011303762617), ('NEU', 0.6830398869623738), ('POS', 0.0)])
190-VI-00021.txt: ([('NEG', 0.49106555401335694), ('NEU', 0.4923487890631067), ('POS', 0.01658565692353635)])
190-VI-00023.txt: ([('NEG', 0.5471220146955901), ('NEU', 0.4397443953200274), ('POS', 0.013133589984382557)])
190-VI-00060.txt: ([('NEG', 0.47627150609266183), ('NEU', 0.47505539057983165), ('POS', 0.048673103327506496)])
190-VI-00062.txt: ([('NEG', 0.5291962047670823), ('NEU', 0.440357964329066), ('POS', 0.030445830903851733)])
190-VI-00075.txt: ([('NEG', 0.6408621045703426), ('NEU', 0.33715314816895026), ('POS', 0.021984747260707066)])
190-VI-00077.txt: ([('NEG', 0.4723165452545166), ('NEU', 0.4819276750541955), ('POS', 0.045755779691287954)])
190-VI-00102.txt: ([('NEG', 0.3689229260247056), ('NEU', 0.5596460849012349), ('POS', 0.07143098907405948)])
192-CO-00060.txt: ([('NEG', 0.5166384115561834), ('NEU', 0.46638801935796176), ('POS', 0.01697356908585484)])
192-CO-00227.txt: ([('NEG', 0.470137896292985), ('NEU', 0.5078301336304132), ('POS', 0.02203197007660182)])
192-CO-00248.txt: ([('NEG', 0.46060859512403474), ('NEU', 0.5072193298112783), ('POS', 0.03217207506468696)])
192-VI-00002.txt: ([('NEG', 0.5438019665656408), ('NEU', 0.39596374847456295), ('POS', 0.0602342849597962)])
192-VI-00009.txt: ([('NEG', 0.4707208777025314), ('NEU', 0.43230818435858914), ('POS', 0.09697093793887948)])
193-PR-00178.txt: ([('NEG', 0.7096762177896586), ('NEU', 0.27815227686188443), ('POS', 0.012171505348457016)])
193-PR-00967.txt: ([('NEG', 0.506565466719181), ('NEU', 0.347125062532591), ('POS', 0.14630947074822795)])
193-VI-00006.txt: ([('NEG', 0.5547358367806068), ('NEU', 0.4171363121809498), ('POS', 0.028127851038443327)])
193-VI-00009.txt: ([('NEG', 0.47131057410075156), ('NEU', 0.5286894258992484), ('POS', 0.0)])
193-VI-00010.txt: ([('NEG', 0.47802535116419853), ('NEU', 0.4788762522537918), ('POS', 0.043098396582009625)])
193-VI-00013.txt: ([('NEG', 0.27711479969081393), ('NEU', 0.6979153026588113), ('POS', 0.024969897650374752)])
193-VI-00014.txt: ([('NEG', 0.5131083347850515), ('NEU', 0.4205603639024307), ('POS', 0.06633130131251784)])
193-VI-00023.txt: ([('NEG', 0.48984451911464), ('NEU', 0.4826715390951554), ('POS', 0.027483941790204598)])
193-VI-00040.txt: ([('NEG', 0.44817339098724956), ('NEU', 0.43826178023515583), ('POS', 0.11356482877759459)])
193-VI-00042.txt: ([('NEG', 0.5952399235196559), ('NEU', 0.3918996076855247), ('POS', 0.012860468794819422)])
193-VI-00052.txt: ([('NEG', 0.6632373263304567), ('NEU', 0.31519106729808816), ('POS', 0.02157160637145506)])
194-VI-00001.txt: ([('NEG', 0.6574305441532438), ('NEU', 0.3266167273558616), ('POS', 0.015952728490894637)])
194-VI-00002.txt: ([('NEG', 0.6041019400387834), ('NEU', 0.3329516303568668), ('POS', 0.06294642960434983)])
194-VI-00007.txt: ([('NEG', 0.5844793619815797), ('NEU', 0.3544342202912653), ('POS', 0.061086417727155055)])
194-VI-00010.txt: ([('NEG', 0.5126865462359341), ('NEU', 0.45571946331920854), ('POS', 0.031593990444857264)])
194-VI-00017.txt: ([('NEG', 0.6391133321112774), ('NEU', 0.32242287966229943), ('POS', 0.03846378822642321)])
194-VI-00018.txt: ([('NEG', 0.5335270162847495), ('NEU', 0.39562336276650567), ('POS', 0.07084962094874482)])
194-VI-00019.txt: ([('NEG', 0.38150649918282775), ('NEU', 0.5979195631431904), ('POS', 0.020573937673981847)])
194-VI-00022.txt: ([('NEG', 0.5589270939601556), ('NEU', 0.42501900724516756), ('POS', 0.016053898794676835)])
194-VI-00023.txt: ([('NEG', 0.4666239625153293), ('NEU', 0.4895309266075219), ('POS', 0.04384511087714884)])
194-VI-00025.txt: ([('NEG', 0.5205846336248368), ('NEU', 0.47941536637516324), ('POS', 0.0)])
194-VI-00026.txt: ([('NEG', 0.36872037816373654), ('NEU', 0.5849907616863516), ('POS', 0.04628886014991193)])
194-VI-00028.txt: ([('NEG', 0.6115076035819645), ('NEU', 0.348233578030774), ('POS', 0.04025881838726143)])
194-VI-00035.txt: ([('NEG', 0.5456675637236789), ('NEU', 0.4217333234767191), ('POS', 0.03259911279960208)])
194-VI-00052.txt: ([('NEG', 0.6587166853988705), ('NEU', 0.3308903054489917), ('POS', 0.010393009152137764)])
194-VI-00053.txt: ([('NEG', 0.5516728486869626), ('NEU', 0.3981493398145181), ('POS', 0.05017781149851927)])
194-VI-00064.txt: ([('NEG', 0.4274321494459628), ('NEU', 0.5280030060665533), ('POS', 0.04456484448748396)])
194-VI-00086.txt: ([('NEG', 0.6658844398873329), ('NEU', 0.28611295081123767), ('POS', 0.04800260930142943)])
195-PR-02498.txt: ([('NEG', 0.48950097825426425), ('NEU', 0.44632784912274587), ('POS', 0.06417117262298985)])
195-VI-00001.txt: ([('NEG', 0.5329237695557344), ('NEU', 0.4290992550202354), ('POS', 0.03797697542403022)])
195-VI-00002.txt: ([('NEG', 0.4134226512829931), ('NEU', 0.5566844384125963), ('POS', 0.029892910304410575)])
195-VI-00005.txt: ([('NEG', 0.5044292930339503), ('NEU', 0.442173733758996), ('POS', 0.05339697320705361)])
195-VI-00007.txt: ([('NEG', 0.43237635260233453), ('NEU', 0.5402198384931336), ('POS', 0.02740380890453186)])
195-VI-00008.txt: ([('NEG', 0.6190294587957277), ('NEU', 0.3477139930711868), ('POS', 0.0332565481330855)])
195-VI-00011.txt: ([('NEG', 0.6039874893259581), ('NEU', 0.35019321215160526), ('POS', 0.045819298522436644)])
195-VI-00012.txt: ([('NEG', 0.53184898226611), ('NEU', 0.4045005044348163), ('POS', 0.06365051329907372)])
195-VI-00013.txt: ([('NEG', 0.63517834246363), ('NEU', 0.34316943748711104), ('POS', 0.02165222004925898)])
195-VI-00024.txt: ([('NEG', 0.4132135343507914), ('NEU', 0.5492263300046832), ('POS', 0.03756013564452538)])
195-VI-00025.txt: ([('NEG', 0.4424595659231684), ('NEU', 0.4403249927315599), ('POS', 0.11721544134527173)])
195-VI-00033.txt: ([('NEG', 0.5793434597987989), ('NEU', 0.42065654020120113), ('POS', 0.0)])
195-VI-00037.txt: ([('NEG', 0.49553436259974665), ('NEU', 0.47398148550505526), ('POS', 0.0304841518951981)])
196-DC-00019.txt: ([('NEG', 0.5471834511433922), ('NEU', 0.43469446409333296), ('POS', 0.018122084763274853)])
196-PR-00359.txt: ([('NEG', 0.46271999102857825), ('NEU', 0.5372800089714218), ('POS', 0.0)])
196-VI-00013.txt: ([('NEG', 0.4464196102180918), ('NEU', 0.5024952105975172), ('POS', 0.05108517918439098)])
196-VI-00042.txt: ([('NEG', 0.3242743981669544), ('NEU', 0.6757256018330455), ('POS', 0.0)])
196-VI-00051.txt: ([('NEG', 0.5106614175918811), ('NEU', 0.4893385824081189), ('POS', 0.0)])
196-VI-00053.txt: ([('NEG', 0.31375808530669097), ('NEU', 0.6349881000800548), ('POS', 0.051253814613254275)])
198-VI-00017.txt: ([('NEG', 0.5023525743679266), ('NEU', 0.4466536594673539), ('POS', 0.05099376616471955)])
198-VI-00022.txt: ([('NEG', 0.485705449472144), ('NEU', 0.4954919905162193), ('POS', 0.01880256001163671)])
199-PR-00033.txt: ([('NEG', 0.636023206518259), ('NEU', 0.31031205428602665), ('POS', 0.05366473919571434)])
199-PR-00868.txt: ([('NEG', 0.517605484430885), ('NEU', 0.44124444543631197), ('POS', 0.041150070132803016)])
199-VI-00001.txt: ([('NEG', 0.7159445397629773), ('NEU', 0.2656916015559164), ('POS', 0.018363858681106224)])
199-VI-00002.txt: ([('NEG', 0.3462235616885959), ('NEU', 0.6345175515824255), ('POS', 0.019258886728978547)])
199-VI-00003.txt: ([('NEG', 0.5903518768575856), ('NEU', 0.4096481231424144), ('POS', 0.0)])
199-VI-00005.txt: ([('NEG', 0.5131055732707062), ('NEU', 0.4638805900911193), ('POS', 0.023013836638174447)])
199-VI-00008.txt: ([('NEG', 0.5667763172688612), ('NEU', 0.3745040242404075), ('POS', 0.05871965849073131)])
199-VI-00009.txt: ([('NEG', 0.5255204332562471), ('NEU', 0.4283796366740821), ('POS', 0.0460999300696708)])
199-VI-00012.txt: ([('NEG', 0.5466582988843249), ('NEU', 0.38357871976355246), ('POS', 0.06976298135212264)])
199-VI-00018.txt: ([('NEG', 0.5652550288388345), ('NEU', 0.42579374656416763), ('POS', 0.008951224596997867)])
199-VI-00021.txt: ([('NEG', 0.6662294928842925), ('NEU', 0.319048183703166), ('POS', 0.014722323412541555)])
199-VI-00039.txt: ([('NEG', 0.5325493174534892), ('NEU', 0.42996592432793046), ('POS', 0.03748475821858036)])
199-VI-00054.txt: ([('NEG', 0.5083548188716859), ('NEU', 0.4454056576581702), ('POS', 0.04623952347014396)])
199-VI-00059.txt: ([('NEG', 0.44234023410613793), ('NEU', 0.5083525100223296), ('POS', 0.04930725587153239)])
199-VI-00061.txt: ([('NEG', 0.6672262854171066), ('NEU', 0.3232675043706973), ('POS', 0.00950621021219608)])
199-VI-00063.txt: ([('NEG', 0.640475414185874), ('NEU', 0.3238099193914448), ('POS', 0.03571466642268129)])
199-VI-00064.txt: ([('NEG', 0.5079880555194417), ('NEU', 0.41976934974787683), ('POS', 0.07224259473268142)])
199-VI-00065.txt: ([('NEG', 0.6996417699899936), ('NEU', 0.24824994619446683), ('POS', 0.05210828381553956)])
199-VI-00066.txt: ([('NEG', 0.502785885695257), ('NEU', 0.34885192481095706), ('POS', 0.14836218949378596)])
199-VI-00079.txt: ([('NEG', 0.5013359114105633), ('NEU', 0.45739649142189837), ('POS', 0.04126759716753835)])
200-AA-00002.txt: ([('NEG', 0.5253354973162883), ('NEU', 0.4363951401839677), ('POS', 0.03826936249974407)])
200-AA-00003.txt: ([('NEG', 0.5379589755276505), ('NEU', 0.4495563569919954), ('POS', 0.012484667480354109)])
200-CO-00130.txt: ([('NEG', 0.56286695381819), ('NEU', 0.40964135692880776), ('POS', 0.027491689253002258)])
200-CO-00707.txt: ([('NEG', 0.45707568200026266), ('NEU', 0.5042651703279357), ('POS', 0.03865914767180163)])
